,irradiance_w_m2
2025-03-20 04:44:10.647918,0.0
2025-03-20 04:45:10.647918,0.0
2025-03-20 04:46:10.647918,0.0
2025-03-20 04:47:10.647918,0.0
2025-03-20 04:48:10.647918,0.0
2025-03-20 04:49:10.647918,0.0
2025-03-20 04:50:10.647918,0.0
2025-03-20 04:51:10.647918,0.0
2025-03-20 04:52:10.647918,0.0
2025-03-20 04:53:10.647918,0.0
2025-03-20 04:54:10.647918,0.0
2025-03-20 04:55:10.647918,0.0
2025-03-20 04:56:10.647918,0.0
2025-03-20 04:57:10.647918,0.0
2025-03-20 04:58:10.647918,0.0
2025-03-20 04:59:10.647918,0.0
2025-03-20 05:00:10.647918,0.0
2025-03-20 05:01:10.647918,0.0
2025-03-20 05:02:10.647918,0.0
2025-03-20 05:03:10.647918,0.0
2025-03-20 05:04:10.647918,0.0
2025-03-20 05:05:10.647918,0.0
2025-03-20 05:06:10.647918,0.0
2025-03-20 05:07:10.647918,0.0
2025-03-20 05:08:10.647918,0.0
2025-03-20 05:09:10.647918,0.0
2025-03-20 05:10:10.647918,0.0
2025-03-20 05:11:10.647918,0.0
2025-03-20 05:12:10.647918,0.0
2025-03-20 05:13:10.647918,0.0
2025-03-20 05:14:10.647918,0.0
2025-03-20 05:15:10.647918,0.0
2025-03-20 05:16:10.647918,0.0
2025-03-20 05:17:10.647918,0.0
2025-03-20 05:18:10.647918,0.0
2025-03-20 05:19:10.647918,0.0
2025-03-20 05:20:10.647918,0.0
2025-03-20 05:21:10.647918,0.0
2025-03-20 05:22:10.647918,0.0
2025-03-20 05:23:10.647918,0.0
2025-03-20 05:24:10.647918,0.0
2025-03-20 05:25:10.647918,0.0
2025-03-20 05:26:10.647918,0.0
2025-03-20 05:27:10.647918,0.0
2025-03-20 05:28:10.647918,0.0
2025-03-20 05:29:10.647918,0.0
2025-03-20 05:30:10.647918,0.0
2025-03-20 05:31:10.647918,0.0
2025-03-20 05:32:10.647918,0.0
2025-03-20 05:33:10.647918,0.0
2025-03-20 05:34:10.647918,0.0
2025-03-20 05:35:10.647918,0.0
2025-03-20 05:36:10.647918,0.0
2025-03-20 05:37:10.647918,0.0
2025-03-20 05:38:10.647918,0.0
2025-03-20 05:39:10.647918,0.0
2025-03-20 05:40:10.647918,0.0
2025-03-20 05:41:10.647918,0.0
2025-03-20 05:42:10.647918,0.0
2025-03-20 05:43:10.647918,0.0
2025-03-20 05:44:10.647918,0.0
2025-03-20 05:45:10.647918,0.0
2025-03-20 05:46:10.647918,0.0
2025-03-20 05:47:10.647918,0.0
2025-03-20 05:48:10.647918,0.0
2025-03-20 05:49:10.647918,0.0
2025-03-20 05:50:10.647918,0.0
2025-03-20 05:51:10.647918,0.0
2025-03-20 05:52:10.647918,0.0
2025-03-20 05:53:10.647918,0.0
2025-03-20 05:54:10.647918,0.0
2025-03-20 05:55:10.647918,0.0
2025-03-20 05:56:10.647918,0.0
2025-03-20 05:57:10.647918,0.0
2025-03-20 05:58:10.647918,0.0
2025-03-20 05:59:10.647918,0.0
2025-03-20 06:00:10.647918,0.0
2025-03-20 06:01:10.647918,0.0
2025-03-20 06:02:10.647918,0.0
2025-03-20 06:03:10.647918,0.0
2025-03-20 06:04:10.647918,0.0
2025-03-20 06:05:10.647918,0.0
2025-03-20 06:06:10.647918,0.0
2025-03-20 06:07:10.647918,0.0
2025-03-20 06:08:10.647918,0.0
2025-03-20 06:09:10.647918,0.0
2025-03-20 06:10:10.647918,0.0
2025-03-20 06:11:10.647918,0.0
2025-03-20 06:12:10.647918,0.0
2025-03-20 06:13:10.647918,0.0
2025-03-20 06:14:10.647918,0.0
2025-03-20 06:15:10.647918,0.0
2025-03-20 06:16:10.647918,0.0
2025-03-20 06:17:10.647918,0.0
2025-03-20 06:18:10.647918,0.0
2025-03-20 06:19:10.647918,0.0
2025-03-20 06:20:10.647918,0.0
2025-03-20 06:21:10.647918,0.0
2025-03-20 06:22:10.647918,0.0
2025-03-20 06:23:10.647918,0.0
2025-03-20 06:24:10.647918,0.0
2025-03-20 06:25:10.647918,0.0
2025-03-20 06:26:10.647918,0.0
2025-03-20 06:27:10.647918,0.0
2025-03-20 06:28:10.647918,0.0
2025-03-20 06:29:10.647918,0.0
2025-03-20 06:30:10.647918,0.0
2025-03-20 06:31:10.647918,0.0
2025-03-20 06:32:10.647918,0.0
2025-03-20 06:33:10.647918,0.0
2025-03-20 06:34:10.647918,0.0
2025-03-20 06:35:10.647918,0.0
2025-03-20 06:36:10.647918,1.527158249661119
2025-03-20 06:37:10.647918,3.054287424430912
2025-03-20 06:38:10.647918,4.581358449970494
2025-03-20 06:39:10.647918,6.1083422530490745
2025-03-20 06:40:10.647918,7.635209762096452
2025-03-20 06:41:10.647918,9.161931907755568
2025-03-20 06:42:10.647918,18.616003057367287
2025-03-20 06:43:10.647918,12.214823845875427
2025-03-20 06:44:10.647918,13.740935515674003
2025-03-20 06:45:10.647918,15.266785577867495
2025-03-20 06:46:10.647918,19.752334368072376
2025-03-20 06:47:10.647918,24.34957711178121
2025-03-20 06:48:10.647918,19.84247564718205
2025-03-20 06:49:10.647918,44.70922391111172
2025-03-20 06:50:10.647918,22.891095230550114
2025-03-20 06:51:10.647918,24.4147658104438
2025-03-20 06:52:10.647918,37.408413365071496
2025-03-20 06:53:10.647918,28.95786432351361
2025-03-20 06:54:10.647918,30.47666572700352
2025-03-20 06:55:10.647918,30.504509961680238
2025-03-20 06:56:10.647918,32.02556653219093
2025-03-20 06:57:10.647918,67.67638071046898
2025-03-20 06:58:10.647918,57.35452962724133
2025-03-20 06:59:10.647918,36.584962143678524
2025-03-20 07:00:10.647918,38.10340619818763
2025-03-20 07:01:10.647918,82.90351508133638
2025-03-20 07:02:10.647918,41.13808911024301
2025-03-20 07:03:10.647918,42.654270191801665
2025-03-20 07:04:10.647918,44.16963919754038
2025-03-20 07:05:10.647918,45.68416727701791
2025-03-20 07:06:10.647918,64.9856925674659
2025-03-20 07:07:10.647918,48.71058533602288
2025-03-20 07:08:10.647918,50.22241769691264
2025-03-20 07:09:10.647918,51.733293895363815
2025-03-20 07:10:10.647918,53.24318516647085
2025-03-20 07:11:10.647918,54.75206276408071
2025-03-20 07:12:10.647918,56.25989796133895
2025-03-20 07:13:10.647918,57.766662051237205
2025-03-20 07:14:10.647918,101.88116962453287
2025-03-20 07:15:10.647918,60.776862183425465
2025-03-20 07:16:10.647918,62.280240915844665
2025-03-20 07:17:10.647918,96.3612679514755
2025-03-20 07:18:10.647918,120.23604206241073
2025-03-20 07:19:10.647918,66.78314838179077
2025-03-20 07:20:10.647918,116.68591279698856
2025-03-20 07:21:10.647918,154.46768609928318
2025-03-20 07:22:10.647918,71.27461289906223
2025-03-20 07:23:10.647918,218.30727535864733
2025-03-20 07:24:10.647918,96.74062261051483
2025-03-20 07:25:10.647918,95.03688837540366
2025-03-20 07:26:10.647918,77.24410225752543
2025-03-20 07:27:10.647918,78.7328690203527
2025-03-20 07:28:10.647918,80.22013682284481
2025-03-20 07:29:10.647918,81.70587734956696
2025-03-20 07:30:10.647918,83.19006231416056
2025-03-20 07:31:10.647918,94.40912642524171
2025-03-20 07:32:10.647918,86.15365256014765
2025-03-20 07:33:10.647918,87.63300141905448
2025-03-20 07:34:10.647918,114.55493828058226
2025-03-20 07:35:10.647918,90.58666578588208
2025-03-20 07:36:10.647918,92.0609250602912
2025-03-20 07:37:10.647918,93.53343162738983
2025-03-20 07:38:10.647918,95.00415745277584
2025-03-20 07:39:10.647918,96.47307453594976
2025-03-20 07:40:10.647918,97.94015491084717
2025-03-20 07:41:10.647918,99.40537064637277
2025-03-20 07:42:10.647918,241.7759586670704
2025-03-20 07:43:10.647918,102.33009665295782
2025-03-20 07:44:10.647918,103.78955124144973
2025-03-20 07:45:10.647918,138.67387533014713
2025-03-20 07:46:10.647918,106.70250465980378
2025-03-20 07:47:10.647918,108.1559480312315
2025-03-20 07:48:10.647918,109.60733226931215
2025-03-20 07:49:10.647918,242.9339136060183
2025-03-20 07:50:10.647918,112.50381285610649
2025-03-20 07:51:10.647918,113.94885406000468
2025-03-20 07:52:10.647918,115.39172584197559
2025-03-20 07:53:10.647918,116.83240073181979
2025-03-20 07:54:10.647918,118.27085130116431
2025-03-20 07:55:10.647918,179.374434303037
2025-03-20 07:56:10.647918,121.14096997712252
2025-03-20 07:57:10.647918,122.57258344081349
2025-03-20 07:58:10.647918,124.00186329920062
2025-03-20 07:59:10.647918,329.2690912904259
2025-03-20 08:00:10.647918,240.85570674333687
2025-03-20 08:01:10.647918,38.48262880605115
2025-03-20 08:02:10.647918,38.90853093853281
2025-03-20 08:03:10.647918,39.33369230867075
2025-03-20 08:04:10.647918,39.758104822005414
2025-03-20 08:05:10.647918,40.18176039833444
2025-03-20 08:06:10.647918,135.3488365728872
2025-03-20 08:07:10.647918,136.75589497124568
2025-03-20 08:08:10.647918,138.16034973449362
2025-03-20 08:09:10.647918,41.86865223715084
2025-03-20 08:10:10.647918,42.28840243516737
2025-03-20 08:11:10.647918,75.14248208564085
2025-03-20 08:12:10.647918,43.12547952441511
2025-03-20 08:13:10.647918,43.54279047890508
2025-03-20 08:14:10.647918,43.959272441429896
2025-03-20 08:15:10.647918,46.61668238282584
2025-03-20 08:16:10.647918,48.19437332163504
2025-03-20 08:17:10.647918,45.203665164870955
2025-03-20 08:18:10.647918,45.61675202746381
2025-03-20 08:19:10.647918,46.02897041285312
2025-03-20 08:20:10.647918,46.440312472995096
2025-03-20 08:21:10.647918,46.850770376529944
2025-03-20 08:22:10.647918,47.26033630893067
2025-03-20 08:23:10.647918,65.08937199961977
2025-03-20 08:24:10.647918,48.07676108728041
2025-03-20 08:25:10.647918,48.483604389678575
2025-03-20 08:26:10.647918,57.458287463600634
2025-03-20 08:27:10.647918,64.41048450863708
2025-03-20 08:28:10.647918,165.6618835146952
2025-03-20 08:29:10.647918,167.00556609086289
2025-03-20 08:30:10.647918,168.34606912178555
2025-03-20 08:31:10.647918,491.1039126786145
2025-03-20 08:32:10.647918,171.01743452393418
2025-03-20 08:33:10.647918,172.34824603621337
2025-03-20 08:34:10.647918,173.67577628632296
2025-03-20 08:35:10.647918,175.0
2025-03-20 08:36:10.647918,304.3318485460162
2025-03-20 08:37:10.647918,53.29152811087389
2025-03-20 08:38:10.647918,53.68577403809047
2025-03-20 08:39:10.647918,92.82454216326023
2025-03-20 08:40:10.647918,181.57064035618237
2025-03-20 08:41:10.647918,182.87449765058213
2025-03-20 08:42:10.647918,195.97992127573178
2025-03-20 08:43:10.647918,185.47174248162162
2025-03-20 08:44:10.647918,186.76508057046408
2025-03-20 08:45:10.647918,245.68607997031313
2025-03-20 08:46:10.647918,196.29481966152068
2025-03-20 08:47:10.647918,190.62366225525955
2025-03-20 08:48:10.647918,191.90263033196985
2025-03-20 08:49:10.647918,341.4416731171257
2025-03-20 08:50:10.647918,194.44958155686064
2025-03-20 08:51:10.647918,281.8686934193089
2025-03-20 08:52:10.647918,196.98172469327395
2025-03-20 08:53:10.647918,198.24218292369136
2025-03-20 08:54:10.647918,199.4988669087061
2025-03-20 08:55:10.647918,200.75175272286612
2025-03-20 08:56:10.647918,202.00081651303165
2025-03-20 08:57:10.647918,203.246034498829
2025-03-20 08:58:10.647918,204.48738297310203
2025-03-20 08:59:10.647918,412.77028635023635
2025-03-20 09:00:10.647918,206.95837692725365
2025-03-20 09:01:10.647918,208.18797536296947
2025-03-20 09:02:10.647918,84.98282998001953
2025-03-20 09:03:10.647918,63.19057743096503
2025-03-20 09:04:10.647918,211.85289581501306
2025-03-20 09:05:10.647918,213.06650015305217
2025-03-20 09:06:10.647918,214.27604801205712
2025-03-20 09:07:10.647918,215.48151636398043
2025-03-20 09:08:10.647918,454.3923220581458
2025-03-20 09:09:10.647918,217.88012282316674
2025-03-20 09:10:10.647918,219.07321526442075
2025-03-20 09:11:10.647918,220.2621368674431
2025-03-20 09:12:10.647918,221.44686499688052
2025-03-20 09:13:10.647918,222.62737709721722
2025-03-20 09:14:10.647918,223.80365069320464
2025-03-20 09:15:10.647918,233.0613778425689
2025-03-20 09:16:10.647918,301.6804289585152
2025-03-20 09:17:10.647918,510.72805959270914
2025-03-20 09:18:10.647918,228.46591336195286
2025-03-20 09:19:10.647918,229.62066014667747
2025-03-20 09:20:10.647918,230.77103528502417
2025-03-20 09:21:10.647918,231.91701687550812
2025-03-20 09:22:10.647918,233.05858310029194
2025-03-20 09:23:10.647918,234.19571222560046
2025-03-20 09:24:10.647918,235.3283826021338
2025-03-20 09:25:10.647918,236.45657266548105
2025-03-20 09:26:10.647918,112.60246368741903
2025-03-20 09:27:10.647918,71.60982780656235
2025-03-20 09:28:10.647918,239.81404661422562
2025-03-20 09:29:10.647918,240.92410149281378
2025-03-20 09:30:10.647918,242.02956952379432
2025-03-20 09:31:10.647918,243.130429660649
2025-03-20 09:32:10.647918,447.4364504541211
2025-03-20 09:33:10.647918,482.9720098212295
2025-03-20 09:34:10.647918,246.4051535595889
2025-03-20 09:35:10.647918,247.48737341529156
2025-03-20 09:36:10.647918,446.60519551903684
2025-03-20 09:37:10.647918,249.63765720396358
2025-03-20 09:38:10.647918,250.70568019862887
2025-03-20 09:39:10.647918,334.1806598068296
2025-03-20 09:40:10.647918,252.8273867209145
2025-03-20 09:41:10.647918,253.8810298543006
2025-03-20 09:42:10.647918,260.6787539585736
2025-03-20 09:43:10.647918,255.97379556670973
2025-03-20 09:44:10.647918,257.01287830248987
2025-03-20 09:45:10.647918,258.0470678835433
2025-03-20 09:46:10.647918,259.07634462039124
2025-03-20 09:47:10.647918,260.100688917088
2025-03-20 09:48:10.647918,261.12008127159476
2025-03-20 09:49:10.647918,262.1345022761506
2025-03-20 09:50:10.647918,263.1439326176421
2025-03-20 09:51:10.647918,264.1483530779701
2025-03-20 09:52:10.647918,265.14774453441726
2025-03-20 09:53:10.647918,302.5090770403316
2025-03-20 09:54:10.647918,267.1313644238851
2025-03-20 09:55:10.647918,268.1155550916422
2025-03-20 09:56:10.647918,269.09464122571086
2025-03-20 09:57:10.647918,576.7316958108039
2025-03-20 09:58:10.647918,271.0374254287649
2025-03-20 09:59:10.647918,272.00108650993985
2025-03-20 10:00:10.647918,272.9595690825086
2025-03-20 10:01:10.647918,273.91285489834485
2025-03-20 10:02:10.647918,274.8609258082606
2025-03-20 10:03:10.647918,275.8037637623527
2025-03-20 10:04:10.647918,276.7413508103451
2025-03-20 10:05:10.647918,277.6736691019322
2025-03-20 10:06:10.647918,83.58021026613532
2025-03-20 10:07:10.647918,227.44228728336992
2025-03-20 10:08:10.647918,106.03330024168466
2025-03-20 10:09:10.647918,84.50764794488275
2025-03-20 10:10:10.647918,94.26474125976746
2025-03-20 10:11:10.647918,84.94678440936946
2025-03-20 10:12:10.647918,85.21526810632625
2025-03-20 10:13:10.647918,85.48212942741351
2025-03-20 10:14:10.647918,85.74736329197626
2025-03-20 10:15:10.647918,441.22758161374054
2025-03-20 10:16:10.647918,343.0851692623713
2025-03-20 10:17:10.647918,288.44416601770547
2025-03-20 10:18:10.647918,289.30641219451593
2025-03-20 10:19:10.647918,441.44190304034714
2025-03-20 10:20:10.647918,291.01436430589087
2025-03-20 10:21:10.647918,449.9863662802757
2025-03-20 10:22:10.647918,292.7001545467159
2025-03-20 10:23:10.647918,293.5346987808984
2025-03-20 10:24:10.647918,637.2717456801586
2025-03-20 10:25:10.647918,298.20753822591166
2025-03-20 10:26:10.647918,296.0047375963906
2025-03-20 10:27:10.647918,296.816833654749
2025-03-20 10:28:10.647918,316.3859466959903
2025-03-20 10:29:10.647918,298.42405752393233
2025-03-20 10:30:10.647918,464.6315590164952
2025-03-20 10:31:10.647918,782.306548085919
2025-03-20 10:32:10.647918,300.79224402550847
2025-03-20 10:33:10.647918,301.570206154534
2025-03-20 10:34:10.647918,302.3424268215384
2025-03-20 10:35:10.647918,322.83976306659633
2025-03-20 10:36:10.647918,303.86958507119977
2025-03-20 10:37:10.647918,304.6244935789648
2025-03-20 10:38:10.647918,436.4183880264019
2025-03-20 10:39:10.647918,306.1168974987885
2025-03-20 10:40:10.647918,306.85436449762767
2025-03-20 10:41:10.647918,307.5859894316878
2025-03-20 10:42:10.647918,308.31175837188493
2025-03-20 10:43:10.647918,540.0559476851245
2025-03-20 10:44:10.647918,309.7456731120646
2025-03-20 10:45:10.647918,402.9142136333645
2025-03-20 10:46:10.647918,311.1559995200077
2025-03-20 10:47:10.647918,311.8522834659287
2025-03-20 10:48:10.647918,312.5426301938979
2025-03-20 10:49:10.647918,313.2270265607088
2025-03-20 10:50:10.647918,313.9054595364409
2025-03-20 10:51:10.647918,314.5779162047084
2025-03-20 10:52:10.647918,315.8499994812641
2025-03-20 10:53:10.647918,364.6305994297706
2025-03-20 10:54:10.647918,316.5593009090287
2025-03-20 10:55:10.647918,317.2077254628275
2025-03-20 10:56:10.647918,317.8501108387784
2025-03-20 10:57:10.647918,318.4864448067901
2025-03-20 10:58:10.647918,319.116715251981
2025-03-20 10:59:10.647918,515.3609259517523
2025-03-20 11:00:10.647918,320.3590176918064
2025-03-20 11:01:10.647918,745.1820937701879
2025-03-20 11:02:10.647918,321.57692355211435
2025-03-20 11:03:10.647918,322.1766987083541
2025-03-20 11:04:10.647918,516.3140193247942
2025-03-20 11:05:10.647918,323.35783637895037
2025-03-20 11:06:10.647918,323.93917640614825
2025-03-20 11:07:10.647918,485.753417001755
2025-03-20 11:08:10.647918,337.7399742444824
2025-03-20 11:09:10.647918,427.50520852627386
2025-03-20 11:10:10.647918,326.20275424897943
2025-03-20 11:11:10.647918,326.7531492740206
2025-03-20 11:12:10.647918,393.1702293378766
2025-03-20 11:13:10.647918,540.298626510034
2025-03-20 11:14:10.647918,328.3669675728694
2025-03-20 11:15:10.647918,328.8924172750679
2025-03-20 11:16:10.647918,329.4116053397297
2025-03-20 11:17:10.647918,329.92452188226235
2025-03-20 11:18:10.647918,330.4311571374745
2025-03-20 11:19:10.647918,330.93150145976085
2025-03-20 11:20:10.647918,331.42554532328694
2025-03-20 11:21:10.647918,371.3934240383801
2025-03-20 11:22:10.647918,332.3946941706569
2025-03-20 11:23:10.647918,332.8697807033037
2025-03-20 11:24:10.647918,450.520577856733
2025-03-20 11:25:10.647918,497.028874999664
2025-03-20 11:26:10.647918,334.2569805600152
2025-03-20 11:27:10.647918,334.70666458706233
2025-03-20 11:28:10.647918,335.14997628168504
2025-03-20 11:29:10.647918,335.5869072038675
2025-03-20 11:30:10.647918,336.01744903507495
2025-03-20 11:31:10.647918,625.2456729927486
2025-03-20 11:32:10.647918,484.8505654313468
2025-03-20 11:33:10.647918,337.27065862301805
2025-03-20 11:34:10.647918,337.6755633400845
2025-03-20 11:35:10.647918,338.0740392011739
2025-03-20 11:36:10.647918,338.46607861988
2025-03-20 11:37:10.647918,338.8516741323376
2025-03-20 11:38:10.647918,339.23081839736403
2025-03-20 11:39:10.647918,339.60350419659875
2025-03-20 11:40:10.647918,636.223330484201
2025-03-20 11:41:10.647918,340.3294721391868
2025-03-20 11:42:10.647918,340.6827404611569
2025-03-20 11:43:10.647918,341.02952267483226
2025-03-20 11:44:10.647918,341.36981217797944
2025-03-20 11:45:10.647918,341.70360249197665
2025-03-20 11:46:10.647918,342.0308872619376
2025-03-20 11:47:10.647918,342.35166025683196
2025-03-20 11:48:10.647918,535.8191212362946
2025-03-20 11:49:10.647918,342.97364661729034
2025-03-20 11:50:10.647918,343.2748481411306
2025-03-20 11:51:10.647918,967.1547625314264
2025-03-20 11:52:10.647918,343.8576392039284
2025-03-20 11:53:10.647918,344.13921764738404
2025-03-20 11:54:10.647918,344.4142441762018
2025-03-20 11:55:10.647918,344.68271355427277
2025-03-20 11:56:10.647918,344.94462067032714
2025-03-20 11:57:10.647918,345.199960538031
2025-03-20 11:58:10.647918,526.2894281059178
2025-03-20 11:59:10.647918,345.69091920829817
2025-03-20 12:00:10.647918,424.37509504838306
2025-03-20 12:01:10.647918,346.1555521766709
2025-03-20 12:02:10.647918,346.3779853868845
2025-03-20 12:03:10.647918,346.5938240595496
2025-03-20 12:04:10.647918,346.8030640854088
2025-03-20 12:05:10.647918,347.0057014808336
2025-03-20 12:06:10.647918,767.7337964057571
2025-03-20 12:07:10.647918,468.4051795925291
2025-03-20 12:08:10.647918,347.5739599342242
2025-03-20 12:09:10.647918,347.7501494868056
2025-03-20 12:10:10.647918,347.9197183778119
2025-03-20 12:11:10.647918,475.8045968318226
2025-03-20 12:12:10.647918,778.069744280487
2025-03-20 12:13:10.647918,348.38866942851257
2025-03-20 12:14:10.647918,348.5317246511316
2025-03-20 12:15:10.647918,348.6681443321109
2025-03-20 12:16:10.647918,439.23944577296606
2025-03-20 12:17:10.647918,348.9210668065948
2025-03-20 12:18:10.647918,613.4754368100097
2025-03-20 12:19:10.647918,375.97265138096515
2025-03-20 12:20:10.647918,349.25062313351117
2025-03-20 12:21:10.647918,349.34717944765345
2025-03-20 12:22:10.647918,349.4370846950721
2025-03-20 12:23:10.647918,697.9594966520984
2025-03-20 12:24:10.647918,349.59693526973274
2025-03-20 12:25:10.647918,349.66687755365024
2025-03-20 12:26:10.647918,349.730162684253
2025-03-20 12:27:10.647918,349.7867894566835
2025-03-20 12:28:10.647918,349.8367567928495
2025-03-20 12:29:10.647918,349.88006374144504
2025-03-20 12:30:10.647918,349.91670947796814
2025-03-20 12:31:10.647918,349.9466933047369
2025-03-20 12:32:10.647918,349.97001465090244
2025-03-20 12:33:10.647918,381.00491895770375
2025-03-20 12:34:10.647918,349.99666825225705
2025-03-20 12:35:10.647918,350.0
2025-03-20 12:36:10.647918,349.99666825225705
2025-03-20 12:37:10.647918,349.98667307245995
2025-03-20 12:38:10.647918,349.97001465090244
2025-03-20 12:39:10.647918,349.9466933047369
2025-03-20 12:40:10.647918,349.91670947796814
2025-03-20 12:41:10.647918,349.88006374144504
2025-03-20 12:42:10.647918,349.83675679284954
2025-03-20 12:43:10.647918,374.9543284980144
2025-03-20 12:44:10.647918,349.730162684253
2025-03-20 12:45:10.647918,530.6220181820936
2025-03-20 12:46:10.647918,377.09488748127274
2025-03-20 12:47:10.647918,349.5203371641008
2025-03-20 12:48:10.647918,349.4370846950721
2025-03-20 12:49:10.647918,353.66384104168134
2025-03-20 12:50:10.647918,349.25062313351117
2025-03-20 12:51:10.647918,349.14741759093846
2025-03-20 12:52:10.647918,349.03756478481995
2025-03-20 12:53:10.647918,348.9210668065948
2025-03-20 12:54:10.647918,373.15922273533624
2025-03-20 12:55:10.647918,348.6681443321109
2025-03-20 12:56:10.647918,348.5317246511316
2025-03-20 12:57:10.647918,348.38866942851257
